/"Mod name","Registry name","Item ID","Meta/dmg","Subtypes","Display name","Hunger","Saturation","Ore Dict keys"
"Bird's Foods","birdsfoods:t_cannibal_sandwich",6062,0,"false","Toasted Cannibal Sandwich",7,0.8,""
"Bird's Foods","birdsfoods:t_cheese_sandwich",5453,0,"false","Toasted Cheese Sandwich",7,0.6,""
"Bird's Foods","birdsfoods:t_cheeseburger",5437,0,"false","Toasted Cheeseburger",10,1.0,""
"Bird's Foods","birdsfoods:t_cheesesteak",5683,0,"false","Toasted Cheesesteak",10,1.0,""
"Bird's Foods","birdsfoods:t_cheesy_buffalo_chicken_sandwich",5726,0,"false","Toasted Cheesy Buffalo Chicken Sandwich",10,1.0,""
"Bird's Foods","birdsfoods:t_cheesy_chicken_sandwich",5792,0,"false","Toasted Cheesy Chicken Sandwich",10,0.8,""
"Bird's Foods","birdsfoods:t_cheesy_chip_sandwich",5825,0,"false","Toasted Cheesy Chip Sandwich",10,0.8,""
"Bird's Foods","birdsfoods:t_cheesy_veg_sandwich",6067,0,"false","Toasted Cheeesy Veggie Sandwich",12,1.0,""
"Bird's Foods","birdsfoods:t_chicken_bbq_sandwich",5586,0,"false","Toasted Chicken Barbecue Sandwich",7,1.0,""
"Bird's Foods","birdsfoods:t_chicken_salad",5827,0,"false","Toasted Chicken Salad Sandwich",11,0.8,""
"Bird's Foods","birdsfoods:t_chicken_sandwich",5820,0,"false","Toasted Chicken Sandwich",8,0.7,""
"Bird's Foods","birdsfoods:t_chip_sandwich",6051,0,"false","Toasted Chip Sandwich",8,0.8,""
"Bird's Foods","birdsfoods:t_egg_and_cheese_sandwich",5516,0,"false","Toasted Egg and Cheese Sandwich",10,0.7,""
"Bird's Foods","birdsfoods:t_egg_salad",5709,0,"false","Toasted Egg Salad Sandwich",9,0.8,""
"Bird's Foods","birdsfoods:t_egg_sandwich",5456,0,"false","Toasted Egg Sandwich",7,0.6,""
"Bird's Foods","birdsfoods:t_fish_salad",5431,0,"false","Toasted Fish Salad Sandwich",11,0.8,""
"Bird's Foods","birdsfoods:t_ham_and_cheese_sandwich",5790,0,"false","Toasted Ham and Cheese Sandwich",10,0.9,""
"Bird's Foods","birdsfoods:t_ham_sandwich",5515,0,"false","Toasted Ham Sandwich",9,0.8,""
"Bird's Foods","birdsfoods:t_hamburger",5492,0,"false","Toasted Hamburger",8,0.8,""
"Bird's Foods","birdsfoods:t_pork_bbq_sandwich",5562,0,"false","Toasted Pork Barbecue Sandwich",8,1.0,""
"Bird's Foods","birdsfoods:t_real_cannibal_sandwich",6017,0,"false","Toasted Real Cannibal Sandwich",6,0.4,""
"Bird's Foods","birdsfoods:t_steak_sandwich",5711,0,"false","Toasted Steak Sandwich",8,1.0,""
"Bird's Foods","birdsfoods:t_veg_sandwich",5559,0,"false","Toasted Veggie Sandwich",10,0.8,""
"Bird's Foods","birdsfoods:t_veggie_cheeseburger",5992,0,"false","Toasted Veggie Cheeseburger",12,1.0,""
"Bird's Foods","birdsfoods:t_veggie_hamburger",6037,0,"false","Toasted Veggie Hamburger",9,0.9,""
"Bird's Foods","birdsfoods:taako",5438,0,"false","The Taako",20,1.0,""
"Bird's Foods","birdsfoods:tequila",5606,0,"false","Tequila",3,1.0,"foodTequila"
"Bird's Foods","birdsfoods:toast",5468,0,"false","Toast",2,0.7,"foodToast"
"Bird's Foods","birdsfoods:umeshu",5773,0,"false","Umeshu",3,1.0,"foodWine"
"Bird's Foods","birdsfoods:veg_curry",5835,0,"false","Vegetable Curry",10,0.9,""
"Bird's Foods","birdsfoods:veg_pie",5630,0,"false","Vegetable Pie",14,0.8,""
"Bird's Foods","birdsfoods:veg_pizza",6060,0,"false","Veggie Lover's Pizza",14,0.8,""
"Bird's Foods","birdsfoods:veg_sandwich",5674,0,"false","Veggie Sandwich",8,0.8,""
"Bird's Foods","birdsfoods:veg_stew",5441,0,"false","Vegetable Stew",12,0.6,""
"Bird's Foods","birdsfoods:veggie_cheeseburger",5652,0,"false","Veggie Cheeseburger",10,1.0,""
"Bird's Foods","birdsfoods:veggie_gyro",6052,0,"false","Veggie Gyro",10,0.9,""
"Bird's Foods","birdsfoods:veggie_hamburger",5563,0,"false","Veggie Hamburger",7,0.9,""
"Bird's Foods","birdsfoods:veggie_meat",5859,0,"false","Veggie Meat",4,0.9,"foodHalfmeat,foodPizzameat"
"Bird's Foods","birdsfoods:veggie_soba",6007,0,"false","Veggie Soba",10,0.8,""
"Bird's Foods","birdsfoods:veggie_taco",6010,0,"false","Veggie Taco",7,0.8,""
"Bird's Foods","birdsfoods:veggie_taco_supreme",5702,0,"false","Veggie Taco Supreme",14,1.0,""
"Bird's Foods","birdsfoods:veggie_taco_with_cream",6022,0,"false","Veggie Taco with Sour Cream",8,0.85,""
"Bird's Foods","birdsfoods:veggie_taco_with_cream_and_greens",5461,0,"false","Veggie Taco with Cream and Greens",11,0.85,""
"Bird's Foods","birdsfoods:veggie_taco_with_greens",5455,0,"false","Veggie Taco with Greens",10,0.85,""
"Bird's Foods","birdsfoods:vodka",5768,0,"false","Vodka",3,1.0,"foodVodka"
"Bird's Foods","birdsfoods:waffles",5697,0,"false","Waffles",5,0.7,""
"Bird's Foods","birdsfoods:waffles_syrup",5731,0,"false","Waffles with Syrup",7,1.0,""
"Bird's Foods","birdsfoods:yogurt",5568,0,"false","Yogurt",2,0.3,"foodMayo,foodYogurt"
"Duckcraft","duckcraft:cookedduckitem",5633,0,"false","Cooked Duck",6,1.75,"foodDuckcooked,listAllduckcooked,listAllmeatcooked"
"Duckcraft","duckcraft:duckbagitem",5667,0,"false","Duck Biscuits and Gravy",12,2.5,"foodDuckbiscuitsandgravy"
"Duckcraft","duckcraft:duckbwbsitem",5536,0,"false","Duck Breast with Berry Sauce",8,4.25,"foodDuckbreastwithberrysauce"
"Duckcraft","duckcraft:duckclubsandwichitem",6065,0,"false","Duck Club Sandwich",16,4.5,"foodDuckclubsandwich"
"Duckcraft","duckcraft:duckjerkyitem",5430,0,"false","Duck Jerky",2,0.25,""
"Duckcraft","duckcraft:duckpotpieitem",5701,0,"false","Duck Pot Pie",6,1.5,"foodDuckpotpie"
"Duckcraft","duckcraft:ducksoupitem",5661,0,"false","Duck Stew",11,4.0,"foodDuckstew"
"Duckcraft","duckcraft:ducktacoitem",5627,0,"false","Duck Taco",16,5.0,"foodDucktaco"
"Duckcraft","duckcraft:rawduckitem",5730,0,"false","Raw Duck",2,0.25,"foodDuckraw,listAllduckraw,listAllmeatraw"
"Duckcraft","duckcraft:rdlapitem",5662,0,"false","Roasted Duck Leg and Potatoes",7,2.0,"foodRoastedducklegandpotato"
"Extra Utilities 2","extrautils2:magicapple",4269,0,"false","Magical Apple",4,0.3,""
"Minecraft","minecraft:apple",260,0,"false","Apple",4,0.3,"cropApple,listAllfruit"
"Minecraft","minecraft:baked_potato",393,0,"false","Baked Potato",5,0.6,"listAllveggie"
"Minecraft","minecraft:beef",363,0,"false","Raw Beef",3,0.3,"listAllbeefraw,listAllmeatraw"
"Minecraft","minecraft:beetroot",434,0,"false","Beetroot",1,0.6,"cropBeet,cropBeetroot,listAllveggie"
"Minecraft","minecraft:beetroot_soup",436,0,"false","Beetroot Soup",6,0.6,""
"Minecraft","minecraft:bread",297,0,"false","Bread",5,0.6,"bread,foodBread"
"Minecraft","minecraft:carrot",391,0,"false","Carrot",3,0.6,"cropCarrot,listAllveggie"
"Minecraft","minecraft:chicken",365,0,"false","Raw Chicken",2,0.3,"listAllchickenraw,listAllmeatraw"
"Minecraft","minecraft:chorus_fruit",432,0,"false","Chorus Fruit",4,0.3,"cropChorusfruit,listAllfruit"
"Minecraft","minecraft:cooked_beef",364,0,"false","Steak",8,0.8,"foodMeat,listAllbeefcooked,listAllmeatcooked"
"Minecraft","minecraft:cooked_chicken",366,0,"false","Cooked Chicken",6,0.6,"foodMeat,listAllchickencooked,listAllmeatcooked"
"Minecraft","minecraft:cooked_fish",350,0,"true","Cooked Fish",5,0.6,"foodMeat,listAllfishcooked,listAllmeatcooked"
"Minecraft","minecraft:cooked_fish",350,1,"true","Cooked Salmon",6,0.8,"foodMeat,listAllfishcooked,listAllmeatcooked"
"Minecraft","minecraft:cooked_mutton",424,0,"false","Cooked Mutton",6,0.8,"foodMeat,foodMuttoncooked,listAllmeatcooked,listAllmuttoncooked"
"Minecraft","minecraft:cooked_porkchop",320,0,"false","Cooked Porkchop",8,0.8,"foodMeat,listAllmeatcooked,listAllporkcooked"
"Minecraft","minecraft:cooked_rabbit",412,0,"false","Cooked Rabbit",5,0.6,"foodCookedrabbit,foodMeat,foodRabbitcooked,listAllmeatcooked,listAllrabbitcooked"
"Minecraft","minecraft:cookie",357,0,"false","Cookie",2,0.1,"foodCookie"
"Minecraft","minecraft:fish",349,0,"true","Raw Fish",2,0.1,"fish,listAllfishfresh,listAllfishraw,salmonRaw"
"Minecraft","minecraft:fish",349,1,"true","Raw Salmon",2,0.1,"fish,foodSalmonraw,listAllfishfresh,listAllfishraw"
"Minecraft","minecraft:fish",349,2,"true","Clownfish",1,0.1,"fish,listAllfishfresh,listAllfishraw"
"Minecraft","minecraft:fish",349,3,"true","Pufferfish",1,0.1,"fish,listAllfishfresh,listAllfishraw"
"Minecraft","minecraft:golden_apple",322,0,"true","Golden Apple",4,1.2,""
"Minecraft","minecraft:golden_apple",322,1,"true","Golden Apple",4,1.2,""
"Minecraft","minecraft:golden_carrot",396,0,"false","Golden Carrot",6,1.2,""
"Minecraft","minecraft:melon",360,0,"false","Melon",2,0.3,"cropMelon,listAllfruit"
"Minecraft","minecraft:mushroom_stew",282,0,"false","Mushroom Stew",6,0.6,""
"Minecraft","minecraft:mutton",423,0,"false","Raw Mutton",2,0.3,"foodMuttonraw,listAllmeatraw,listAllmuttonraw"
"Minecraft","minecraft:poisonous_potato",394,0,"false","Poisonous Potato",2,0.3,""
"Minecraft","minecraft:porkchop",319,0,"false","Raw Porkchop",3,0.3,"listAllmeatraw,listAllporkraw"
"Minecraft","minecraft:potato",392,0,"false","Potato",1,0.3,"cropPotato,listAllveggie"
"Minecraft","minecraft:pumpkin_pie",400,0,"false","Pumpkin Pie",8,0.3,""
"Minecraft","minecraft:rabbit",411,0,"false","Raw Rabbit",3,0.3,"foodRabbitraw,listAllmeatraw,listAllrabbitraw"
"Minecraft","minecraft:rabbit_stew",413,0,"false","Rabbit Stew",10,0.6,""
"Minecraft","minecraft:rotten_flesh",367,0,"false","Rotten Flesh",4,0.1,""
"Minecraft","minecraft:spider_eye",375,0,"false","Spider Eye",2,0.8,""
"Pam's BrewCraft","brewcraft:beachrumitem",7449,0,"false","Beach Rum",8,1.2,"alcoholBeachrum"
"Pam's BrewCraft","brewcraft:blackholewhiskeyitem",7468,0,"false","Black Hole Whiskey",8,1.2,"alcoholBlackholewhiskey"
"Pam's BrewCraft","brewcraft:bluebeeritem",7473,0,"false","Blue Beer",8,1.2,"alcoholBluebeer"
"Pam's BrewCraft","brewcraft:borgiaabsintheitem",7471,0,"false","Borgia Absinthe",10,1.2,"alcoholBorgiaabsinthe"
"Pam's BrewCraft","brewcraft:cherryvodkaitem",7450,0,"false","Cherry Vodka",8,1.2,"alcoholCherryvodka"
"Pam's BrewCraft","brewcraft:coconutrumitem",7451,0,"false","Coconut Rum",8,1.2,"alcoholCoconutrumm"
"Pam's BrewCraft","brewcraft:ghostpepperabsintheitem",7470,0,"false","Ghost Pepper Absinthe",9,1.2,"alcoholGhostpepperabsinthe"
"Pam's BrewCraft","brewcraft:goldschlageritem",7467,0,"false","Gold Schlager",10,1.2,"alcoholGoldschlager"
"Pam's BrewCraft","brewcraft:handmadevodkaitem",7452,0,"false","Handmade Vodka",8,1.2,"alcoholHandmadevodkam"
"Pam's BrewCraft","brewcraft:hardapplecideritem",7453,0,"false","Hard Apple Cider",8,1.2,"alcoholHardapplecider"
"Pam's BrewCraft","brewcraft:hardlemonadeitem",7454,0,"false","Hard Lemonade",8,1.2,"alcoholHardlemonade"
"Pam's BrewCraft","brewcraft:honeymeaditem",7455,0,"false","Honey Mead",14,1.2,"alcoholHoneymead"
"Pam's BrewCraft","brewcraft:hopsitem",7420,0,"false","Hops",1,0.6,"cropHops"
"Pam's BrewCraft","brewcraft:pinkmoscatoitem",7456,0,"false","Pink Moscato",8,1.2,"alcoholPinkmoscato"
"Pam's BrewCraft","brewcraft:pmaxrieslingitem",7457,0,"false","P Max Riesling",16,1.2,"alcoholPmaxriesling"
"Pam's BrewCraft","brewcraft:pointthreeryeitem",7469,0,"false","Point Three Rye",9,1.2,"alcoholPointthreerye"
"Pam's BrewCraft","brewcraft:redbeeritem",7472,0,"false","Red Beer",8,1.2,"alcoholRedbeer"
"Pam's BrewCraft","brewcraft:rennalgolditem",7458,0,"false","Rennal Gold",8,1.2,"alcoholRennalgold"
"Pam's BrewCraft","brewcraft:riverchardonnayitem",7459,0,"false","River Chardonnay",8,1.2,"alcoholRiverchardonnay"
"Pam's BrewCraft","brewcraft:sakeitem",7460,0,"false","Sake",12,1.2,"alcoholSake"
"Pam's BrewCraft","brewcraft:savannazinfandelitem",7461,0,"false","Savanna Zinfandel",8,1.2,"alcoholSavannazinfandel"
"Pam's BrewCraft","brewcraft:spicedrumitem",7462,0,"false","Spiced Rum",8,1.2,"alcoholSpicedrum"
"Pam's BrewCraft","brewcraft:swampmerlotitem",7463,0,"false","Swamp Merlot",8,1.2,"alcoholSwampmerlot"
"Pam's BrewCraft","brewcraft:tiagapinotnoiritem",7464,0,"false","Tiaga Pinot Noir",8,1.2,"alcoholTiagapinotnoir"
"Pam's BrewCraft","brewcraft:totalvodkaitem",7465,0,"false","Total Vodka",8,1.2,"alcoholTotalvodka"
"Pam's BrewCraft","brewcraft:uglyavocadoginitem",7466,0,"false","Ugly Avocado Gin",16,1.2,"alcoholUglyavocadogin"
"Pam's HarvestCraft","harvestcraft:agaveitem",6206,0,"false","Agave",1,0.6,"cropAgave,listAllfruit"
"Pam's HarvestCraft","harvestcraft:akutuqitem",7106,0,"false","Akutuq",5,1.2,"foodAkutuq"
"Pam's HarvestCraft","harvestcraft:almondbutteritem",6915,0,"false","Almond Butter",1,1.2,"foodAlmondbutter,listAllnutbutter"
"Pam's HarvestCraft","harvestcraft:almonditem",6328,0,"false","Almond",1,0.6,"cropAlmond,listAllnut"
"Pam's HarvestCraft","harvestcraft:amaranthitem",6208,0,"false","Amaranth",1,0.6,"cropAmaranth,listAllgrain"
"Pam's HarvestCraft","harvestcraft:anchovypepperonipizzaitem",7303,0,"false","Anchovy Pepperoni Pizza",13,1.2,"foodAnchovypepperonipizza"
"Pam's HarvestCraft","harvestcraft:anchovyrawitem",7356,0,"false","Raw Anchovy",1,0.6,"foodAnchovyraw,listAllfishfresh,listAllfishraw"
"Pam's HarvestCraft","harvestcraft:applecideritem",6881,0,"false","Apple Cider",2,1.2,"foodApplecider"
"Pam's HarvestCraft","harvestcraft:applefritteritem",6987,0,"false","Apple Fritter",6,1.2,"foodApplefritter"
"Pam's HarvestCraft","harvestcraft:applejellyitem",6745,0,"false","Apple Jelly",2,1.2,"foodApplejelly"
"Pam's HarvestCraft","harvestcraft:applejellysandwichitem",6746,0,"false","Apple Jelly Sandwich",6,1.2,"foodApplejellysandwich"
"Pam's HarvestCraft","harvestcraft:applejuiceitem",6466,0,"false","Apple Juice",2,1.2,"foodApplejuice,listAlljuice"
"Pam's HarvestCraft","harvestcraft:applepieitem",6451,0,"false","Apple Pie",5,1.2,"foodApplepie"
"Pam's HarvestCraft","harvestcraft:applesauceitem",6448,0,"false","Apple Sauce",2,1.2,"foodApplesauce"
"Pam's HarvestCraft","harvestcraft:applesmoothieitem",7864,0,"false","Apple Smoothie",3,1.2,"foodApplesmoothie,listAllsmoothie"
"Pam's HarvestCraft","harvestcraft:applesnowitem",7166,0,"false","Apple Snow",4,1.2,"foodApplesnow"
"Pam's HarvestCraft","harvestcraft:appleyogurtitem",6722,0,"false","Apple Yogurt",2,1.2,"foodAppleyogurt,listAllyogurt"
"Pam's HarvestCraft","harvestcraft:apricotglazedporkitem",6812,0,"false","Apricot Glazed Pork",4,1.2,"foodApricotglazedpork"
"Pam's HarvestCraft","harvestcraft:apricotitem",6349,0,"false","Apricot",1,0.6,"cropApricot,listAllfruit"
"Pam's HarvestCraft","harvestcraft:apricotjellyitem",6813,0,"false","Apricot Jelly",2,1.2,"foodApricotjelly"
"Pam's HarvestCraft","harvestcraft:apricotjellysandwichitem",6814,0,"false","Apricot Jelly Sandwich",6,1.2,"foodApricotjellysandwich"
"Pam's HarvestCraft","harvestcraft:apricotjuiceitem",6487,0,"false","Apricot Juice",2,1.2,"foodApricotjuice,listAlljuice"
"Pam's HarvestCraft","harvestcraft:apricotsmoothieitem",6815,0,"false","Apricot Smoothie",3,1.2,"foodApricotsmoothie,listAllsmoothie"
"Pam's HarvestCraft","harvestcraft:apricotyogurtitem",6811,0,"false","Apricot Yogurt",2,1.2,"foodApricotyogurt,listAllyogurt"
"Pam's HarvestCraft","harvestcraft:arrowrootitem",6210,0,"false","Arrowroot",1,0.6,"cropArrowroot,listAllveggie"
"Pam's HarvestCraft","harvestcraft:artichokeitem",6156,0,"false","Artichoke",1,0.6,"cropArtichoke,listAllgreenveggie,listAllveggie"
"Pam's HarvestCraft","harvestcraft:asparagusitem",6094,0,"false","Asparagus",1,0.6,"cropAsparagus,listAllgreenveggie,listAllveggie"
"Pam's HarvestCraft","harvestcraft:asparagusquicheitem",6647,0,"false","Asparagus Quiche",6,1.2,"foodAsparagusquiche"
"Pam's HarvestCraft","harvestcraft:asparagussoupitem",6648,0,"false","Asparagus Soup",6,1.2,"foodAsparagussoup"
"Pam's HarvestCraft","harvestcraft:avocadoburritoitem",6658,0,"false","Avocado Burrito",8,1.2,"foodAvocadoburrito"
"Pam's HarvestCraft","harvestcraft:avocadoitem",6310,0,"false","Avocado",1,0.6,"cropAvocado"
"Pam's HarvestCraft","harvestcraft:babaganoushitem",7055,0,"false","Baba Ganoush",5,1.2,"foodBabaganoush"
"Pam's HarvestCraft","harvestcraft:baconandeggsitem",6985,0,"false","Bacon and Eggs",4,1.2,"foodBaconandeggs"
"Pam's HarvestCraft","harvestcraft:baconcheeseburgeritem",7254,0,"false","Bacon Cheeseburger",10,1.2,"foodBaconcheeseburger"
"Pam's HarvestCraft","harvestcraft:baconmushroomburgeritem",7285,0,"false","Bacon Mushroom Burger",11,1.2,"foodBaconmushroomburger"
"Pam's HarvestCraft","harvestcraft:baconpancakesitem",7117,0,"false","Bacon Pancakes",6,1.2,"foodBaconpancakes"
"Pam's HarvestCraft","harvestcraft:baconwrappedchiliitem",7179,0,"false","Bacon Wrapped Chili",3,1.2,"foodBaconwrappedchili"
"Pam's HarvestCraft","harvestcraft:baconwrappeddatesitem",6834,0,"false","Bacon Wrapped Dates",3,1.2,"foodBaconwrappeddates"
"Pam's HarvestCraft","harvestcraft:bakedalaskaitem",7167,0,"false","Baked Alaska",7,1.2,"foodBakedalaska"
"Pam's HarvestCraft","harvestcraft:bakedbeansitem",6576,0,"false","Baked Beans",4,1.2,"foodBakedbeans"
"Pam's HarvestCraft","harvestcraft:bakedbeetsitem",6613,0,"false","Baked Beets",4,1.2,"foodBakedbeets"
"Pam's HarvestCraft","harvestcraft:bakedcactusitem",7097,0,"false","Baked Cactus",1,1.2,"foodBakedcactus"
"Pam's HarvestCraft","harvestcraft:bakedhamitem",6508,0,"false","Baked Ham",4,1.2,"foodBakedham"
"Pam's HarvestCraft","harvestcraft:bakedsweetpotatoitem",6442,0,"false","Baked Sweet Potato",2,1.2,""
"Pam's HarvestCraft","harvestcraft:bakedturnipsitem",6626,0,"false","Baked Turnips",5,1.2,"foodBakedturnips"
"Pam's HarvestCraft","harvestcraft:baklavaitem",6733,0,"false","Baklava",8,1.2,"foodBaklava"
"Pam's HarvestCraft","harvestcraft:bambooshootitem",6104,0,"false","Bamboo Shoot",1,0.6,"cropBambooshoot,listAllveggie"
"Pam's HarvestCraft","harvestcraft:bamboosteamedriceitem",6807,0,"false","Bamboo Steamed Rice",2,1.2,"foodBamboosteamedrice"
"Pam's HarvestCraft","harvestcraft:bananaitem",6304,0,"false","Banana",1,0.6,"cropBanana,listAllfruit"
"Pam's HarvestCraft","harvestcraft:bananamilkshakeitem",6903,0,"false","Banana Milkshake",3,1.2,"foodBananamilkshake"
"Pam's HarvestCraft","harvestcraft:banananutbreaditem",6664,0,"false","Banana Nut Bread",5,1.2,"foodBanananutbread"
"Pam's HarvestCraft","harvestcraft:bananasmoothieitem",6665,0,"false","Banana Smoothie",3,1.2,"foodBananasmoothie,listAllsmoothie"
"Pam's HarvestCraft","harvestcraft:bananasplititem",6663,0,"false","Banana Split",7,1.2,"foodBananasplit"
"Pam's HarvestCraft","harvestcraft:bananayogurtitem",6666,0,"false","Banana Yogurt",2,1.2,"foodBananayogurt,listAllyogurt"
"Pam's HarvestCraft","harvestcraft:bangersandmashitem",6882,0,"false","Bangers and Mash",9,1.2,"foodBangersandmash"
"Pam's HarvestCraft","harvestcraft:barleyitem",6096,0,"false","Barley",1,0.6,"cropBarley,listAllgrain"
"Pam's HarvestCraft","harvestcraft:bassrawitem",7357,0,"false","Raw Bass",1,0.6,"foodBassraw,listAllfishfresh,listAllfishraw"
"Pam's HarvestCraft","harvestcraft:battenbergitem",7277,0,"false","Battenberg",11,1.2,"foodBattenberg"
"Pam's HarvestCraft","harvestcraft:batteredsausageitem",6883,0,"false","Battered Sausage",7,1.2,"foodBatteredsausage"
"Pam's HarvestCraft","harvestcraft:bbqchickenbiscuititem",7311,0,"false","BBQ Chicken Biscuit",14,1.2,"foodBbqchickenbiscuit"
"Pam's HarvestCraft","harvestcraft:bbqchickenpizzaitem",7160,0,"false","BBQ Chicken Pizza",9,1.2,"foodBbqchickenpizza"
"Pam's HarvestCraft","harvestcraft:bbqjackfruititem",7175,0,"false","BBQ Jackfruit",2,1.2,"foodBbqjackfruit,listAllporkcooked,listAllporkraw"
"Pam's HarvestCraft","harvestcraft:bbqplatteritem",7308,0,"false","BBQ Platter",14,1.2,"foodBbqplatter"
"Pam's HarvestCraft","harvestcraft:bbqpotatochipsitem",7031,0,"false","BBQ Potato Chips",7,1.2,"foodBbqpotatochips"
"Pam's HarvestCraft","harvestcraft:bbqpulledporkitem",6908,0,"false","BBQ Pulled Pork",8,1.2,"foodBbqpulledpork"
"Pam's HarvestCraft","harvestcraft:bbqsauceitem",7142,0,"false","BBQ Sauce",1,1.2,"foodBbqsauce"
"Pam's HarvestCraft","harvestcraft:beanburritoitem",6579,0,"false","Bean Burrito",7,1.2,"foodBeanburrito"
"Pam's HarvestCraft","harvestcraft:beanitem",6166,0,"false","Beans",1,0.6,"cropBean,listAllveggie"
"Pam's HarvestCraft","harvestcraft:beansandriceitem",6577,0,"false","Beans and Rice",5,1.2,"foodBeansandrice"
"Pam's HarvestCraft","harvestcraft:beansontoastitem",7256,0,"false","Beans on Toast",10,1.2,"foodBeansontoast"
"Pam's HarvestCraft","harvestcraft:beefjerkyitem",6799,0,"false","Beef Jerky",3,1.2,"foodBeefjerky"
"Pam's HarvestCraft","harvestcraft:beefwellingtonitem",6849,0,"false","Beef Wellington",7,1.2,"foodBeefwellington"
"Pam's HarvestCraft","harvestcraft:beetburgeritem",7302,0,"false","Beet Burger",13,1.2,"foodBeetburger"
"Pam's HarvestCraft","harvestcraft:beetitem",6114,0,"false","Beet",1,0.6,"cropBeet,listAllveggie"
"Pam's HarvestCraft","harvestcraft:beetsaladitem",6611,0,"false","Beet Salad",6,1.2,"foodBeetsalad"
"Pam's HarvestCraft","harvestcraft:beetsoupitem",6612,0,"false","Beet Soup",4,1.2,"foodBeetsoup"
"Pam's HarvestCraft","harvestcraft:bellpepperitem",6170,0,"false","Bellpepper",1,0.6,"cropBellpepper,listAllpepper,listAllveggie"
"Pam's HarvestCraft","harvestcraft:bentoboxitem",7323,0,"false","Bento Box",18,1.2,"foodBentobox"
"Pam's HarvestCraft","harvestcraft:berrymeringuenestitem",7168,0,"false","Berry Meringue Nest",8,1.2,"foodBerrymeringuenest"
"Pam's HarvestCraft","harvestcraft:berryvinaigrettesaladitem",7056,0,"false","Berry Vinaigrette Salad",6,1.2,"foodBerryvinaigrettesalad"
"Pam's HarvestCraft","harvestcraft:bibimbapitem",7162,0,"false","Bibimbap",8,1.2,"foodBibimbap"
"Pam's HarvestCraft","harvestcraft:biscuititem",6698,0,"false","Biscuit",5,1.2,"foodBiscuit"
"Pam's HarvestCraft","harvestcraft:biscuitsandgravyitem",6986,0,"false","Biscuits and Gravy",8,1.2,"foodBiscuitsandgravy"
"Pam's HarvestCraft","harvestcraft:blackberrycobbleritem",6709,0,"false","Blackberry Cobbler",5,1.2,"foodBlackberrycobbler"
"Pam's HarvestCraft","harvestcraft:blackberryitem",6082,0,"false","Blackberry",1,0.6,"cropBlackberry,listAllberry,listAllfruit"
"Pam's HarvestCraft","harvestcraft:blackberryjellyitem",6747,0,"false","Blackberry Jelly",2,1.2,"foodBlackberryjelly"
"Pam's HarvestCraft","harvestcraft:blackberryjellysandwichitem",6748,0,"false","Blackberry Jelly Sandwich",6,1.2,"foodBlackberryjellysandwich"
"Pam's HarvestCraft","harvestcraft:blackberryjuiceitem",6480,0,"false","Blackberry Juice",2,1.2,"foodBlackberryjuice,listAlljuice"
"Pam's HarvestCraft","harvestcraft:blackberrysmoothieitem",6710,0,"false","Blackberry Smoothie",3,1.2,"foodBlackberrysmoothie,listAllsmoothie"
"Pam's HarvestCraft","harvestcraft:blackberryyogurtitem",6711,0,"false","Blackberry Yogurt",2,1.2,"foodBlackberryyogurt,listAllyogurt"
"Pam's HarvestCraft","harvestcraft:blackpaellaitem",7118,0,"false","Black Paella",7,1.2,"foodBlackpaella"
"Pam's HarvestCraft","harvestcraft:blazingsoupitem",7119,0,"false","Blazing Soup",9,1.2,"foodBlazingsoup"
"Pam's HarvestCraft","harvestcraft:bltitem",6539,0,"false","BLT",8,1.2,"foodBlt"
"Pam's HarvestCraft","harvestcraft:blueberryitem",6084,0,"false","Blueberry",1,0.6,"cropBlueberry,listAllberry,listAllfruit"
"Pam's HarvestCraft","harvestcraft:blueberryjellyitem",6749,0,"false","Blueberry Jelly",2,1.2,"foodBlueberryjelly"
"Pam's HarvestCraft","harvestcraft:blueberryjellysandwichitem",6750,0,"false","Blueberry Jelly Sandwich",6,1.2,"foodBlueberryjellysandwich"
"Pam's HarvestCraft","harvestcraft:blueberryjuiceitem",6471,0,"false","Blueberry Juice",2,1.2,"foodBlueberryjuice,listAlljuice"
"Pam's HarvestCraft","harvestcraft:blueberrymuffinitem",6597,0,"false","Blueberry Muffin",4,1.2,"foodBlueberrymuffin"
"Pam's HarvestCraft","harvestcraft:blueberrypancakesitem",6599,0,"false","Blueberry Pancakes",7,1.2,"foodBlueberrypancakes"
"Pam's HarvestCraft","harvestcraft:blueberrypieitem",6596,0,"false","Blueberry Pie",5,1.2,"foodBlueberrypie"
"Pam's HarvestCraft","harvestcraft:blueberrysmoothieitem",6595,0,"false","Blueberry Smoothie",3,1.2,"foodBlueberrysmoothie,listAllsmoothie"
"Pam's HarvestCraft","harvestcraft:blueberryyogurtitem",6703,0,"false","Blueberry Yogurt",2,1.2,"foodBlueberryyogurt,listAllyogurt"
"Pam's HarvestCraft","harvestcraft:boiledeggitem",6518,0,"false","Boiled Egg",3,1.2,"foodBoiledegg"
"Pam's HarvestCraft","harvestcraft:bolognaitem",7207,0,"false","Bologna",2,1.2,"foodBologna"
"Pam's HarvestCraft","harvestcraft:bolognasandwichitem",7198,0,"false","Bologna Sandwich",9,1.2,"foodBolognasandwich"
"Pam's HarvestCraft","harvestcraft:braisedonionsitem",6544,0,"false","Braised Onions",5,1.2,"foodBraisedonions"
